"gene_id"	"GO.ID"	"GO.names"
"FBgn0032075"	"FBgn0032075"	"GO:0003674, GO:0005887, GO:0016021"	"molecular_function, integral component of plasma membrane, integral component of membrane"
"FBgn0032076"	"FBgn0032076"	"GO:0004056, GO:0005737, GO:0042450"	"argininosuccinate lyase activity, cytoplasm, arginine biosynthetic process via ornithine"
"FBgn0032077"	"FBgn0032077"	"GO:0047429"	"nucleoside-triphosphate diphosphatase activity"
"FBgn0032078"	"FBgn0032078"	"GO:0006486, GO:0007528, GO:0009247, GO:0016021, GO:0016263, GO:0016267, GO:0021551, GO:0048531, GO:0051489, GO:0055001, GO:1902037"	"protein glycosylation, neuromuscular junction development, glycolipid biosynthetic process, integral component of membrane, glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase activity, O-glycan processing, core 1, central nervous system morphogenesis, beta-1,3-galactosyltransferase activity, regulation of filopodium assembly, muscle cell development, negative regulation of hematopoietic stem cell differentiation"
"FBgn0032080"	"FBgn0032080"	"GO:0003674, GO:0003824, GO:0005615, GO:0032504"	"molecular_function, catalytic activity, extracellular space, multicellular organism reproduction"
"FBgn0032082"	"FBgn0032082"	"GO:0003824, GO:0032504"	"catalytic activity, multicellular organism reproduction"
"FBgn0032083"	"FBgn0032083"	"GO:0005524, GO:0005575, GO:0006139, GO:0008150, GO:0019205"	"ATP binding, cellular_component, nucleobase-containing compound metabolic process, biological_process, nucleobase-containing compound kinase activity"
"FBgn0032089"	"FBgn0032089"	"GO:0000932, GO:0003674, GO:0005634, GO:0006402, GO:0007283, GO:0017148, GO:0022414, GO:0030015"	"P-body, molecular_function, nucleus, mRNA catabolic process, spermatogenesis, negative regulation of translation, reproductive process, CCR4-NOT core complex"
"FBgn0032094"	"FBgn0032094"	"GO:0003674, GO:0005575, GO:0008150"	"molecular_function, cellular_component, biological_process"
"FBgn0032095"	"FBgn0032095"	"GO:0005886, GO:0007165, GO:0009986, GO:0045087"	"plasma membrane, signal transduction, cell surface, innate immune response"
"FBgn0032096"	"FBgn0032096"	"GO:0004984, GO:0005549, GO:0005886, GO:0016021, GO:0032590, GO:0050911"	"olfactory receptor activity, odorant binding, plasma membrane, integral component of membrane, dendrite membrane, detection of chemical stimulus involved in sensory perception of smell"
"FBgn0032100"	"FBgn0032100"	"GO:0003674, GO:0005575, GO:0008150"	"molecular_function, cellular_component, biological_process"
"FBgn0032104"	"FBgn0032104"	"GO:0000070, GO:0000775, GO:0000776, GO:0003677, GO:0007060, GO:0007065, GO:0007112, GO:0032133, GO:0051233, GO:1990385"	"mitotic sister chromatid segregation, chromosome, centromeric region, kinetochore, DNA binding, male meiosis chromosome segregation, male meiosis sister chromatid cohesion, male meiosis cytokinesis, chromosome passenger complex, spindle midzone, meiotic spindle midzone"
"FBgn0032105"	"FBgn0032105"	"GO:0000070, GO:0000281, GO:0000775, GO:0000776, GO:0000785, GO:0003677, GO:0005515, GO:0005938, GO:0008104, GO:0016572, GO:0032133, GO:0045448, GO:0051233, GO:1990385"	"mitotic sister chromatid segregation, mitotic cytokinesis, chromosome, centromeric region, kinetochore, chromatin, DNA binding, protein binding, cell cortex, protein localization, histone phosphorylation, chromosome passenger complex, mitotic cell cycle, embryonic, spindle midzone, meiotic spindle midzone"
"FBgn0032115"	"FBgn0032115"	"GO:0003723, GO:0005575, GO:0008150"	"RNA binding, cellular_component, biological_process"
"FBgn0032116"	"FBgn0032116"	"GO:0004322, GO:0005507, GO:0005886, GO:0006826, GO:0008447, GO:0009986, GO:0016491, GO:0031233, GO:0045178, GO:0055072, GO:0055114"	"ferroxidase activity, copper ion binding, plasma membrane, iron ion transport, L-ascorbate oxidase activity, cell surface, oxidoreductase activity, intrinsic component of external side of plasma membrane, basal part of cell, iron ion homeostasis, oxidation-reduction process"
"FBgn0032117"	"FBgn0032117"	"GO:0000139, GO:0006486, GO:0036065, GO:0046920"	"Golgi membrane, protein glycosylation, fucosylation, alpha-(1->3)-fucosyltransferase activity"
"FBgn0032119"	"FBgn0032119"	"GO:0005868, GO:0005930, GO:0008569, GO:0035721, GO:0035735, GO:0036064, GO:0045504"	"cytoplasmic dynein complex, axoneme, ATP-dependent microtubule motor activity, minus-end-directed, intraciliary retrograde transport, intraciliary transport involved in cilium assembly, ciliary basal body, dynein heavy chain binding"
"FBgn0032120"	"FBgn0032120"	"GO:0000287, GO:0005524, GO:0005886, GO:0006886, GO:0007030, GO:0016021, GO:0034976, GO:0045332, GO:0140326"	"magnesium ion binding, ATP binding, plasma membrane, intracellular protein transport, Golgi organization, integral component of membrane, response to endoplasmic reticulum stress, phospholipid translocation, ATPase-coupled intramembrane lipid transporter activity"
"FBgn0032122"	"FBgn0032122"	"GO:0003674, GO:0005615, GO:0032504"	"molecular_function, extracellular space, multicellular organism reproduction"
"FBgn0032123"	"FBgn0032123"	"GO:0005887, GO:0015347, GO:0016323, GO:0022804, GO:0022857, GO:0043252, GO:0055085, GO:0071702"	"integral component of plasma membrane, sodium-independent organic anion transmembrane transporter activity, basolateral plasma membrane, active transmembrane transporter activity, transmembrane transporter activity, sodium-independent organic anion transport, transmembrane transport, organic substance transport"
"FBgn0032124"	"FBgn0032124"	"GO:0003674, GO:0005575, GO:0008150"	"molecular_function, cellular_component, biological_process"
"FBgn0032125"	"FBgn0032125"	"GO:0008010, GO:0031012, GO:0040003, GO:0042302, GO:0062129"	"structural constituent of chitin-based larval cuticle, extracellular matrix, chitin-based cuticle development, structural constituent of cuticle, chitin-based extracellular matrix"
"FBgn0032126"	"FBgn0032126"	"GO:0007306, GO:0042600"	"eggshell chorion assembly, chorion"
"FBgn0032127"	"FBgn0032127"	"GO:0042600"	"chorion"
"FBgn0032129"	"FBgn0032129"	"GO:0008150, GO:0030314"	"biological_process, junctional membrane complex"
"FBgn0032130"	"FBgn0032130"	"GO:0003677, GO:0005634, GO:0005667, GO:0006357"	"DNA binding, nucleus, transcription factor complex, regulation of transcription by RNA polymerase II"
"FBgn0032131"	"FBgn0032131"	"GO:0005575, GO:0008150"	"cellular_component, biological_process"
"FBgn0032132"	"FBgn0032132"	"GO:0005615, GO:0008150, GO:0052689"	"extracellular space, biological_process, carboxylic ester hydrolase activity"
"FBgn0032135"	"FBgn0032135"	"GO:0000139, GO:0005975, GO:0006688, GO:0009101, GO:0015018, GO:0030166, GO:0046987, GO:0046988, GO:0046989, GO:0050650"	"Golgi membrane, carbohydrate metabolic process, glycosphingolipid biosynthetic process, glycoprotein biosynthetic process, galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase activity, proteoglycan biosynthetic process, N-acetyllactosamine beta-1,3-glucuronosyltransferase activity, asioloorosomucoid beta-1,3-glucuronosyltransferase activity, galactosyl beta-1,3 N-acetylgalactosamine beta-1,3-glucuronosyltransferase activity, chondroitin sulfate proteoglycan biosynthetic process"
"FBgn0032136"	"FBgn0032136"	"GO:0005319, GO:0005615, GO:0005886, GO:0015918, GO:0032370, GO:0034196, GO:0045178, GO:0070325"	"lipid transporter activity, extracellular space, plasma membrane, sterol transport, positive regulation of lipid transport, acylglycerol transport, basal part of cell, lipoprotein particle receptor binding"
"FBgn0032138"	"FBgn0032138"	"GO:0000463, GO:0005654, GO:0005730, GO:0070545"	"maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA), nucleoplasm, nucleolus, PeBoW complex"
"FBgn0032143"	"FBgn0032143"	"GO:0004181, GO:0005615, GO:0006508, GO:0008270"	"metallocarboxypeptidase activity, extracellular space, proteolysis, zinc ion binding"
"FBgn0032144"	"FBgn0032144"	"GO:0004181, GO:0005615, GO:0006508, GO:0008270"	"metallocarboxypeptidase activity, extracellular space, proteolysis, zinc ion binding"
"FBgn0032147"	"FBgn0032147"	"GO:0005516, GO:0005737, GO:0006979, GO:0016301, GO:0032958"	"calmodulin binding, cytoplasm, response to oxidative stress, kinase activity, inositol phosphate biosynthetic process"
"FBgn0032149"	"FBgn0032149"	"GO:0016491, GO:0016706, GO:0032451, GO:0035167, GO:0070989"	"oxidoreductase activity, 2-oxoglutarate-dependent dioxygenase activity, demethylase activity, larval lymph gland hemopoiesis, oxidative demethylation"
"FBgn0032150"	"FBgn0032150"	"GO:0001227, GO:0001228, GO:0005634, GO:0008270, GO:0009913, GO:0043565, GO:0045892"	"DNA-binding transcription repressor activity, RNA polymerase II-specific, DNA-binding transcription activator activity, RNA polymerase II-specific, nucleus, zinc ion binding, epidermal cell differentiation, sequence-specific DNA binding, negative regulation of transcription, DNA-templated"
"FBgn0032151"	"FBgn0032151"	"GO:0004888, GO:0005887, GO:0005892, GO:0006812, GO:0007165, GO:0007268, GO:0007271, GO:0016021, GO:0017085, GO:0022848, GO:0034220, GO:0042391, GO:0043005, GO:0045202, GO:0045211, GO:0046716, GO:0050877"	"transmembrane signaling receptor activity, integral component of plasma membrane, acetylcholine-gated channel complex, cation transport, signal transduction, chemical synaptic transmission, synaptic transmission, cholinergic, integral component of membrane, response to insecticide, acetylcholine-gated cation-selective channel activity, ion transmembrane transport, regulation of membrane potential, neuron projection, synapse, postsynaptic membrane, muscle cell cellular homeostasis, nervous system process"
"FBgn0032153"	"FBgn0032153"	"GO:0008017, GO:0030165, GO:0030425, GO:0031122"	"microtubule binding, PDZ domain binding, dendrite, cytoplasmic microtubule organization"
"FBgn0032154"	"FBgn0032154"	"GO:0000002, GO:0003678, GO:0003690, GO:0003697, GO:0005524, GO:0005739, GO:0006264, GO:0042645, GO:0043139, GO:0051537"	"mitochondrial genome maintenance, DNA helicase activity, double-stranded DNA binding, single-stranded DNA binding, ATP binding, mitochondrion, mitochondrial DNA replication, mitochondrial nucleoid, 5'-3' DNA helicase activity, 2 iron, 2 sulfur cluster binding"
"FBgn0032156"	"FBgn0032156"	"GO:0003723, GO:0005829, GO:0006446, GO:0008494"	"RNA binding, cytosol, regulation of translational initiation, translation activator activity"
"FBgn0032157"	"FBgn0032157"	"GO:0003677, GO:0003682, GO:0005524, GO:0005634, GO:0008094, GO:0043044, GO:0045089, GO:0050829"	"DNA binding, chromatin binding, ATP binding, nucleus, DNA-dependent ATPase activity, ATP-dependent chromatin remodeling, positive regulation of innate immune response, defense response to Gram-negative bacterium"
"FBgn0032160"	"FBgn0032160"	"GO:0004165, GO:0004300, GO:0005739, GO:0006635"	"dodecenoyl-CoA delta-isomerase activity, enoyl-CoA hydratase activity, mitochondrion, fatty acid beta-oxidation"
"FBgn0032161"	"FBgn0032161"	"GO:0004165, GO:0004300, GO:0005739, GO:0006635"	"dodecenoyl-CoA delta-isomerase activity, enoyl-CoA hydratase activity, mitochondrion, fatty acid beta-oxidation"
"FBgn0032162"	"FBgn0032162"	"GO:0004165, GO:0004300, GO:0005739, GO:0006635"	"dodecenoyl-CoA delta-isomerase activity, enoyl-CoA hydratase activity, mitochondrion, fatty acid beta-oxidation"
"FBgn0032163"	"FBgn0032163"	"GO:0005929"	"cilium"
"FBgn0032167"	"FBgn0032167"	"GO:0005524, GO:0005886, GO:0016887, GO:0042626, GO:0055085"	"ATP binding, plasma membrane, ATPase activity, ATPase-coupled transmembrane transporter activity, transmembrane transport"
"FBgn0032168"	"FBgn0032168"	"GO:0006412, GO:0008168"	"translation, methyltransferase activity"
"FBgn0032169"	"FBgn0032169"	"GO:0003676, GO:0046872"	"nucleic acid binding, metal ion binding"
"FBgn0032171"	"FBgn0032171"	"GO:0005634, GO:0006357"	"nucleus, regulation of transcription by RNA polymerase II"
"FBgn0032172"	"FBgn0032172"	"GO:0005215, GO:0006810, GO:0016021"	"transporter activity, transport, integral component of membrane"
"FBgn0032175"	"FBgn0032175"	"GO:0003674, GO:0005575, GO:0008150"	"molecular_function, cellular_component, biological_process"
"FBgn0032176"	"FBgn0032176"	"GO:0003674, GO:0005575, GO:0008150"	"molecular_function, cellular_component, biological_process"
"FBgn0032178"	"FBgn0032178"	"GO:0004867, GO:0005615, GO:0010951"	"serine-type endopeptidase inhibitor activity, extracellular space, negative regulation of endopeptidase activity"
"FBgn0032181"	"FBgn0032181"	"GO:0005575, GO:0051082, GO:0061077"	"cellular_component, unfolded protein binding, chaperone-mediated protein folding"
"FBgn0032187"	"FBgn0032187"	"GO:0004692, GO:0005524, GO:0005737, GO:0005886, GO:0006468"	"cGMP-dependent protein kinase activity, ATP binding, cytoplasm, plasma membrane, protein phosphorylation"
"FBgn0032188"	"FBgn0032188"	"GO:0003674, GO:0005643, GO:0006913"	"molecular_function, nuclear pore, nucleocytoplasmic transport"
"FBgn0032189"	"FBgn0032189"	"GO:0003674, GO:0005634, GO:0006606"	"molecular_function, nucleus, protein import into nucleus"
"FBgn0032191"	"FBgn0032191"	"GO:0005769, GO:0006886, GO:0035091, GO:1990126"	"early endosome, intracellular protein transport, phosphatidylinositol binding, retrograde transport, endosome to plasma membrane"
"FBgn0032192"	"FBgn0032192"	"GO:0004557, GO:0005737, GO:0009311, GO:0016139, GO:0046477"	"alpha-galactosidase activity, cytoplasm, oligosaccharide metabolic process, glycoside catabolic process, glycosylceramide catabolic process"
"FBgn0032193"	"FBgn0032193"	"GO:0003674, GO:0005575"	"molecular_function, cellular_component"
"FBgn0032194"	"FBgn0032194"	"GO:0003723, GO:0004386, GO:0005524, GO:0005622, GO:0005730, GO:0045943"	"RNA binding, helicase activity, ATP binding, intracellular, nucleolus, positive regulation of transcription by RNA polymerase I"
"FBgn0032195"	"FBgn0032195"	"GO:0005524, GO:0034551"	"ATP binding, mitochondrial respiratory chain complex III assembly"
"FBgn0032197"	"FBgn0032197"	"GO:0000978, GO:0001046, GO:0003700, GO:0005634, GO:0006357"	"RNA polymerase II cis-regulatory region sequence-specific DNA binding, core promoter sequence-specific DNA binding, DNA-binding transcription factor activity, nucleus, regulation of transcription by RNA polymerase II"
"FBgn0032198"	"FBgn0032198"	"GO:0003746, GO:0005085, GO:0005829, GO:0005853, GO:0006414"	"translation elongation factor activity, guanyl-nucleotide exchange factor activity, cytosol, eukaryotic translation elongation factor 1 complex, translational elongation"
"FBgn0032200"	"FBgn0032200"	"GO:0000422, GO:0031307"	"autophagy of mitochondrion, integral component of mitochondrial outer membrane"
"FBgn0032202"	"FBgn0032202"	"GO:0003682, GO:0003700, GO:0005634, GO:0038202, GO:0042594, GO:0042803, GO:0045893, GO:0046982"	"chromatin binding, DNA-binding transcription factor activity, nucleus, TORC1 signaling, response to starvation, protein homodimerization activity, positive regulation of transcription, DNA-templated, protein heterodimerization activity"
"FBgn0032204"	"FBgn0032204"	"GO:0005794, GO:0048193, GO:1990072"	"Golgi apparatus, Golgi vesicle transport, TRAPPIII protein complex"
"FBgn0032205"	"FBgn0032205"	"GO:0003674, GO:0005739, GO:0008150"	"molecular_function, mitochondrion, biological_process"
"FBgn0032208"	"FBgn0032208"	"GO:0004842, GO:0005634, GO:0006511, GO:0046872, GO:0048856, GO:0070534"	"ubiquitin-protein transferase activity, nucleus, ubiquitin-dependent protein catabolic process, metal ion binding, anatomical structure development, protein K63-linked ubiquitination"
